category, name, film, winner, 
FOREIGN LANGUAGE FILM, Hungary, Hanussen, False, 
FOREIGN LANGUAGE FILM, Belgium, The Music Teacher, False, 
FOREIGN LANGUAGE FILM, Denmark, Pelle the Conqueror, True, 
FOREIGN LANGUAGE FILM, India, Salaam Bombay!, False, 
FOREIGN LANGUAGE FILM, Spain, Women on the Verge of a Nervous Breakdown, False, 
MAKEUP, "Ve Neill,  Steve La Porte,  Robert Short", Beetlejuice, True, 
MAKEUP, Rick Baker, Coming to America, False, 
MAKEUP, "Tom Burman,  Bari Dreiband-Burman", Scrooged, False, 
MUSIC (Original Score), John Williams, The Accidental Tourist, False, 
MUSIC (Original Score), George Fenton, Dangerous Liaisons, False, 
MUSIC (Original Score), Maurice Jarre, Gorillas in the Mist, False, 
MUSIC (Original Score), Dave Grusin, The Milagro Beanfield War, True, 
MUSIC (Original Score), Hans Zimmer, Rain Man, False, 
MUSIC (Original Song), Music and Lyric by Bob Telson, Bagdad Cafe, False, 
MUSIC (Original Song), Music and Lyric by Carly Simon, Working Girl, True, 
MUSIC (Original Song), Music by Lamont Dozier; Lyric by Phil Collins, Buster, False, 
BEST PICTURE, "Lawrence Kasdan,  Charles Okun and Michael Grillo,  Producers", The Accidental Tourist, False, 
BEST PICTURE, "Norma Heyman and Hank Moonjean,  Producers", Dangerous Liaisons, False, 
BEST PICTURE, "Frederick Zollo and Robert F. Colesberry,  Producers", Mississippi Burning, False, 
BEST PICTURE, "Mark Johnson,  Producer", Rain Man, True, 
BEST PICTURE, "Douglas Wick,  Producer", Working Girl, False, 
SHORT FILM (Animated), Cordell Barker, The Cat Came Back, False, 
SHORT FILM (Animated), "Bill Kroyer,  Brian Jennings", Technological Threat, False, 
SHORT FILM (Animated), "John Lasseter,  William Reeves", Tin Toy, True, 
SHORT FILM (Live Action), "Dean Parisot,  Steven Wright", The Appointments of Dennis Jennings, True, 
SHORT FILM (Live Action), "Matia Karrell,  Abbee Goldstein", Cadillac Dreams, False, 
SHORT FILM (Live Action), "George deGolian,  Gary Moss", Gullah Tales, False, 
SOUND, "Les Fresholtz,  Dick Alexander,  Vern Poore,  Willie D. Burton", Bird, True, 
SOUND, "Don Bassman,  Kevin F. Cleary,  Richard Overton,  Al Overton", Die Hard, False, 
SOUND, "Andy Nelson,  Brian Saunders,  Peter Handford", Gorillas in the Mist, False, 
SOUND, "Robert Litt,  Elliot Tyson,  Rick Kline,  Danny Michael", Mississippi Burning, False, 
SOUND, "Robert Knudson,  John Boyd,  Don Digirolamo,  Tony Dawe", Who Framed Roger Rabbit, False, 
SOUND EFFECTS EDITING, "Stephen H. Flick,  Richard Shorr", Die Hard, False, 
SOUND EFFECTS EDITING, "Charles L. Campbell,  Louis L. Edemann", Who Framed Roger Rabbit, True, 
SOUND EFFECTS EDITING, "Ben Burtt,  Richard Hymns", Willow, False, 
VISUAL EFFECTS, "Richard Edlund,  Al DiSarro,  Brent Boates,  Thaine Morris", Die Hard, False, 
VISUAL EFFECTS, "Ken Ralston,  Richard Williams,  Edward Jones,  George Gibbs", Who Framed Roger Rabbit, True, 
VISUAL EFFECTS, "Dennis Muren,  Michael McAlister,  Phil Tippett,  Chris Evans", Willow, False, 
WRITING (Screenplay Based on Material from Another Medium), "Frank Galati,  Lawrence Kasdan", The Accidental Tourist, False, 
WRITING (Screenplay Based on Material from Another Medium), Christopher Hampton, Dangerous Liaisons, True, 
WRITING (Screenplay Based on Material from Another Medium), "Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan,  Tab Murphy", Gorillas in the Mist, False, 
WRITING (Screenplay Based on Material from Another Medium), Christine Edzard, Little Dorrit, False, 
WRITING (Screenplay Based on Material from Another Medium), "Jean-Claude Carri├¿re,  Philip Kaufman", The Unbearable Lightness of Being, False, 
WRITING (Screenplay Written Directly for the Screen), "Gary Ross,  Anne Spielberg", Big, False, 
WRITING (Screenplay Written Directly for the Screen), Ron Shelton, Bull Durham, False, 
WRITING (Screenplay Written Directly for the Screen), "Screenplay by John Cleese;  Story by John Cleese,  Charles Crichton", A Fish Called Wanda, False, 
WRITING (Screenplay Written Directly for the Screen), "Screenplay by Ronald Bass,  Barry Morrow;  Story by Barry Morrow", Rain Man, True, 
WRITING (Screenplay Written Directly for the Screen), Naomi Foner, Running on Empty, False, 
SPECIAL ACHIEVEMENT AWARD,  Richard Williams for the animation direction of Who Framed Roger Rabbit., , True, 
HONORARY AWARD,  the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, , True, 
HONORARY AWARD,  Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history., , True, 
ACTOR IN A LEADING ROLE, Kenneth Branagh, Henry V, False, 
ACTOR IN A LEADING ROLE, Tom Cruise, Born on the Fourth of July, False, 
ACTOR IN A LEADING ROLE, Daniel Day Lewis, My Left Foot, True, 
ACTOR IN A LEADING ROLE, Morgan Freeman, Driving Miss Daisy, False, 
ACTOR IN A LEADING ROLE, Robin Williams, Dead Poets Society, False, 
ACTOR IN A SUPPORTING ROLE, Danny Aiello, Do the Right Thing, False, 
ACTOR IN A SUPPORTING ROLE, Dan Aykroyd, Driving Miss Daisy, False, 
ACTOR IN A SUPPORTING ROLE, Marlon Brando, A Dry White Season, False, 
ACTOR IN A SUPPORTING ROLE, Martin Landau, Crimes and Misdemeanors, False, 
ACTOR IN A SUPPORTING ROLE, Denzel Washington, Glory, True, 
ACTRESS IN A LEADING ROLE, Isabelle Adjani, Camille Claudel, False, 
ACTRESS IN A LEADING ROLE, Pauline Collins, Shirley Valentine, False, 
ACTRESS IN A LEADING ROLE, Jessica Lange, Music Box, False, 
ACTRESS IN A LEADING ROLE, Michelle Pfeiffer, The Fabulous Baker Boys, False, 
ACTRESS IN A LEADING ROLE, Jessica Tandy, Driving Miss Daisy, True, 
ACTRESS IN A SUPPORTING ROLE, Brenda Fricker, My Left Foot, True, 
ACTRESS IN A SUPPORTING ROLE, Anjelica Huston, "Enemies,  A Love Story", False, 
ACTRESS IN A SUPPORTING ROLE, Lena Olin, "Enemies,  A Love Story", False, 
ACTRESS IN A SUPPORTING ROLE, Julia Roberts, Steel Magnolias, False, 
ACTRESS IN A SUPPORTING ROLE, Dianne Wiest, Parenthood, False, 
ART DIRECTION, Art Direction:  Leslie Dilley;  Set Decoration:  Anne Kuljian, The Abyss, False, 
ART DIRECTION, Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo, The Adventures of Baron Munchausen, False, 
ART DIRECTION, Art Direction:  Anton Furst;  Set Decoration:  Peter Young, Batman, True, 
ART DIRECTION, Art Direction:  Bruno Rubeo;  Set Decoration:  Crispian Sallis, Driving Miss Daisy, False, 
ART DIRECTION, Art Direction:  Norman Garwood;  Set Decoration:  Garrett Lewis, Glory, False, 
CINEMATOGRAPHY, Mikael Salomon, The Abyss, False, 
CINEMATOGRAPHY, Haskell Wexler, Blaze, False, 
CINEMATOGRAPHY, Robert Richardson, Born on the Fourth of July, False, 
CINEMATOGRAPHY, Michael Ballhaus, The Fabulous Baker Boys, False, 
CINEMATOGRAPHY, Freddie Francis, Glory, True, 
COSTUME DESIGN, Gabriella Pescucci, The Adventures of Baron Munchausen, False, 
COSTUME DESIGN, Elizabeth McBride, Driving Miss Daisy, False, 
COSTUME DESIGN, Joe I. Tompkins, Harlem Nights, False, 
COSTUME DESIGN, Phyllis Dalton, Henry V, True, 
COSTUME DESIGN, Theodor Pistek, Valmont, False, 
DIRECTING, Oliver Stone, Born on the Fourth of July, True, 
DIRECTING, Woody Allen, Crimes and Misdemeanors, False, 
DIRECTING, Peter Weir, Dead Poets Society, False, 
DIRECTING, Kenneth Branagh, Henry V, False, 
DIRECTING, Jim Sheridan, My Left Foot, False, 
DOCUMENTARY (Feature), "Richard Kilberg and Yvonne Smith,  Producers", Adam Clayton Powell, False, 
DOCUMENTARY (Feature), "Robert Epstein and Bill Couturi├⌐,  Producers", Common Threads: Stories from the Quilt, True, 
DOCUMENTARY (Feature), "Vince DiPersio and William Guttentag,  Producers", Crack USA: County under Siege, False, 
DOCUMENTARY (Feature), "Al Reinert and Betsy Broyles Breier,  Producers", For All Mankind, False, 
DOCUMENTARY (Feature), "Judith Leonard and Bill Jersey,  Producers", Super Chief: The Life and Legacy of Earl Warren, False, 
DOCUMENTARY (Short Subject), "David Petersen,  Producer", "Fine Food,  Fine Pastries,  Open 6 to 9", False, 
DOCUMENTARY (Short Subject), "Charles Guggenheim,  Producer", The Johnstown Flood, True, 
DOCUMENTARY (Short Subject), "Ray Errol Fox,  Producer", Yad Vashem: Preserving the Past to Ensure the Future, False, 
FILM EDITING, No├½lle Boisson, The Bear, False, 
FILM EDITING, "David Brenner,  Joe Hutshing", Born on the Fourth of July, True, 
FILM EDITING, Mark Warner, Driving Miss Daisy, False, 
FILM EDITING, William Steinkamp, The Fabulous Baker Boys, False, 
FILM EDITING, Steven Rosenblum, Glory, False, 
FOREIGN LANGUAGE FILM, France, Camille Claudel, False, 
FOREIGN LANGUAGE FILM, Italy, Cinema Paradiso, True, 
FOREIGN LANGUAGE FILM, Canada, Jesus of Montreal, False, 
FOREIGN LANGUAGE FILM, Denmark, Waltzing Regitze, False, 
FOREIGN LANGUAGE FILM, Puerto Rico, What Happened to Santiago, False, 
MAKEUP, "Maggie Weston,  Fabrizio Sforza", The Adventures of Baron Munchausen, False, 
MAKEUP, "Dick Smith,  Ken Diaz,  Greg Nelson", Dad, False, 
MAKEUP, "Manlio Rocchetti,  Lynn Barber,  Kevin Haney", Driving Miss Daisy, True, 
MUSIC (Original Score), John Williams, Born on the Fourth of July, False, 
MUSIC (Original Score), David Grusin, The Fabulous Baker Boys, False, 
MUSIC (Original Score), James Horner, Field of Dreams, False, 
MUSIC (Original Score), John Williams, Indiana Jones and the Last Crusade, False, 
MUSIC (Original Score), Alan Menken, The Little Mermaid, True, 
MUSIC (Original Song), Music by Tom Snow; Lyric by Dean Pitchford, Chances Are, False, 
MUSIC (Original Song), Music by Marvin Hamlisch; Lyric by Alan Bergman and Marilyn Bergman, Shirley Valentine, False, 
MUSIC (Original Song), Music and Lyric by Randy Newman, Parenthood, False, 
MUSIC (Original Song), Music by Alan Menken; Lyric by Howard Ashman, The Little Mermaid, False, 
MUSIC (Original Song), Music by Alan Menken; Lyric by Howard Ashman, The Little Mermaid, True, 
BEST PICTURE, "A. Kitman Ho and Oliver Stone,  Producers", Born on the Fourth of July, False, 
BEST PICTURE, "Steven Haft,  Paul Junger Witt and Tony Thomas,  Producers", Dead Poets Society, False, 
BEST PICTURE, "Richard D. Zanuck and Lili Fini Zanuck,  Producers", Driving Miss Daisy, True, 
BEST PICTURE, "Lawrence Gordon and Charles Gordon,  Producers", Field of Dreams, False, 
BEST PICTURE, "Noel Pearson,  Producer", My Left Foot, False, 
SHORT FILM (Animated), "Christoph Lauenstein,  Wolfgang Lauenstein", Balance, True, 
SHORT FILM (Animated), Alexander Petrov, The Cow, False, 
SHORT FILM (Animated), Mark Baker, The Hill Farm, False, 
SHORT FILM (Live Action), Robert Nixon, Amazon Diary, False, 
SHORT FILM (Live Action), Jonathan Tammuz, The Childeater, False, 
SHORT FILM (Live Action), James Hendrie, Work Experience, True, 
SOUND, "Don Bassman,  Kevin F. Cleary,  Richard Overton,  Lee Orloff", The Abyss, False, 
SOUND, "Donald O. Mitchell,  Kevin O'Connell,  Greg P. Russell,  Keith A. Wester", Black Rain, False, 
SOUND, "Michael Minkler,  Gregory H. Watkins,  Wylie Stateman,  Tod A. Maitland", Born on the Fourth of July, False, 
SOUND, "Donald O. Mitchell,  Gregg C. Rudloff,  Elliot Tyson,  Russell Williams II", Glory, True, 
SOUND, "Ben Burtt,  Gary Summers,  Shawn Murphy,  Tony Dawe", Indiana Jones and the Last Crusade, False, 
SOUND EFFECTS EDITING, "Milton C. Burrow,  William L. Manger", Black Rain, False, 
SOUND EFFECTS EDITING, "Ben Burtt,  Richard Hymns", Indiana Jones and the Last Crusade, True, 
SOUND EFFECTS EDITING, "Robert Henderson,  Alan Robert Murray", Lethal Weapon 2, False, 
VISUAL EFFECTS, "John Bruno,  Dennis Muren,  Hoyt Yeatman,  Dennis Skotak", The Abyss, True, 
VISUAL EFFECTS, "Richard Conway,  Kent Houston", The Adventures of Baron Munchausen, False, 
VISUAL EFFECTS, "Ken Ralston,  Michael Lantieri,  John Bell,  Steve Gawley", Back to the Future Part II, False, 
WRITING (Screenplay Based on Material from Another Medium), "Oliver Stone,  Ron Kovic", Born on the Fourth of July, False, 
WRITING (Screenplay Based on Material from Another Medium), Alfred Uhry, Driving Miss Daisy, True, 
WRITING (Screenplay Based on Material from Another Medium), "Roger L. Simon,  Paul Mazursky", "Enemies,  A Love Story", False, 
WRITING (Screenplay Based on Material from Another Medium), Phil Alden Robinson, Field of Dreams, False, 
WRITING (Screenplay Based on Material from Another Medium), "Jim Sheridan,  Shane Connaughton", My Left Foot, False, 
WRITING (Screenplay Written Directly for the Screen), Woody Allen, Crimes and Misdemeanors, False, 
WRITING (Screenplay Written Directly for the Screen), Tom Schulman, Dead Poets Society, True, 
WRITING (Screenplay Written Directly for the Screen), Spike Lee, Do the Right Thing, False, 
WRITING (Screenplay Written Directly for the Screen), Steven Soderbergh, "sex,  lies,  and videotape", False, 
WRITING (Screenplay Written Directly for the Screen), Nora Ephron, When Harry Met Sally..., False, 
JEAN HERSHOLT HUMANITARIAN AWARD, Howard W. Koch, , True, 
HONORARY AWARD,  Akira Kurosawa for accomplishments that have inspired, , True, 
ACTOR IN A LEADING ROLE, Kevin Costner, Dances With Wolves, False, 
ACTOR IN A LEADING ROLE, Robert De Niro, Awakenings, False, 
ACTOR IN A LEADING ROLE, Gerard Depardieu, Cyrano de Bergerac, False, 
ACTOR IN A LEADING ROLE, Richard Harris, The Field, False, 
ACTOR IN A LEADING ROLE, Jeremy Irons, Reversal of Fortune, True, 
ACTOR IN A SUPPORTING ROLE, Bruce Davison, Longtime Companion, False, 
ACTOR IN A SUPPORTING ROLE, Andy Garcia, "The Godfather,  Part III", False, 
ACTOR IN A SUPPORTING ROLE, Graham Greene, Dances With Wolves, False, 
ACTOR IN A SUPPORTING ROLE, Al Pacino, Dick Tracy, False, 
ACTOR IN A SUPPORTING ROLE, Joe Pesci, Good Fellas, True, 
ACTRESS IN A LEADING ROLE, Kathy Bates, Misery, True, 
ACTRESS IN A LEADING ROLE, Anjelica Huston, The Grifters, False, 
ACTRESS IN A LEADING ROLE, Julia Roberts, Pretty Woman, False, 
ACTRESS IN A LEADING ROLE, Meryl Streep, Postcards from the Edge, False, 
ACTRESS IN A LEADING ROLE, Joanne Woodward, Mr. & Mrs. Bridge, False, 
ACTRESS IN A SUPPORTING ROLE, Annette Bening, The Grifters, False, 
ACTRESS IN A SUPPORTING ROLE, Lorraine Bracco, Good Fellas, False, 
ACTRESS IN A SUPPORTING ROLE, Whoopi Goldberg, Ghost, True, 
ACTRESS IN A SUPPORTING ROLE, Diane Ladd, Wild at Heart, False, 
ACTRESS IN A SUPPORTING ROLE, Mary McDonnell, Dances With Wolves, False, 
ART DIRECTION, Art Direction:  Ezio Frigerio;  Set Decoration:  Jacques Rouxel, Cyrano de Bergerac, False, 
ART DIRECTION, Art Direction:  Jeffrey Beecroft;  Set Decoration:  Lisa Dean, Dances With Wolves, False, 
ART DIRECTION, Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson, Dick Tracy, True, 
ART DIRECTION, Art Direction:  Dean Tavoularis;  Set Decoration:  Gary Fettis, "The Godfather,  Part III", False, 
ART DIRECTION, Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo, Hamlet, False, 
CINEMATOGRAPHY, Allen Daviau, Avalon, False, 
CINEMATOGRAPHY, Dean Semler, Dances With Wolves, True, 
CINEMATOGRAPHY, Vittorio Storaro, Dick Tracy, False, 
CINEMATOGRAPHY, Gordon Willis, "The Godfather,  Part III", False, 
CINEMATOGRAPHY, Philippe Rousselot, Henry & June, False, 
COSTUME DESIGN, Gloria Gresham, Avalon, False, 
COSTUME DESIGN, Franca Squarciapino, Cyrano de Bergerac, True, 
COSTUME DESIGN, Elsa Zamparelli, Dances With Wolves, False, 
COSTUME DESIGN, Milena Canonero, Dick Tracy, False, 
COSTUME DESIGN, Maurizio Millenotti, Hamlet, False, 
DIRECTING, Kevin Costner, Dances With Wolves, True, 
DIRECTING, Francis Ford Coppola, "The Godfather,  Part III", False, 
DIRECTING, Martin Scorsese, Good Fellas, False, 
DIRECTING, Stephen Frears, The Grifters, False, 
DIRECTING, Barbet Schroeder, Reversal of Fortune, False, 
DOCUMENTARY (Feature), "Barbara Kopple and Arthur Cohn,  Producers", American Dream, True, 
DOCUMENTARY (Feature), "Mark Kitchell,  Producer", Berkeley in the Sixties, False, 
DOCUMENTARY (Feature), "Mark Mori and Susan Robinson,  Producers", Building Bombs, False, 
DOCUMENTARY (Feature), "Judith Montell,  Producer", Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade, False, 
DOCUMENTARY (Feature), "Robert Hillmann and Eugene Corr,  Producers", Waldo Salt: A Screenwriter's Journey, False, 
DOCUMENTARY (Short Subject), "Kit Thomas,  Producer", Burning Down Tomorrow, False, 
DOCUMENTARY (Short Subject), "Karen Goodman and Kirk Simon,  Producers", Chimps: So Like Us, False, 
DOCUMENTARY (Short Subject), "Steven Okazaki,  Producer", Days of Waiting, True, 
DOCUMENTARY (Short Subject), "Derek Bromhall,  Producer", Journey into Life: The World of the Unborn, False, 
DOCUMENTARY (Short Subject), "Freida Lee Mock and Terry Sanders,  Producers", Rose Kennedy: A Life to Remember, False, 
FILM EDITING, Neil Travis, Dances With Wolves, True, 
FILM EDITING, Walter Murch, Ghost, False, 
FILM EDITING, "Barry Malkin,  Lisa Fruchtman,  Walter Murch", "The Godfather,  Part III", False, 
FILM EDITING, Thelma Schoonmaker, Good Fellas, False, 
FILM EDITING, "Dennis Virkler,  John Wright", The Hunt for Red October, False, 
FOREIGN LANGUAGE FILM, France, Cyrano de Bergerac, False, 
FOREIGN LANGUAGE FILM, Switzerland, Journey of Hope, True, 
FOREIGN LANGUAGE FILM, People's Republic of China, Ju Dou, False, 
FOREIGN LANGUAGE FILM, Germany, The Nasty Girl, False, 
FOREIGN LANGUAGE FILM, Italy, Open Doors, False, 
MAKEUP, "Mich├¿le Burke,  Jean-Pierre Eychenne", Cyrano de Bergerac, False, 
MAKEUP, "John Caglione,  Jr.,  Doug Drexler", Dick Tracy, True, 
MAKEUP, "Ve Neill,  Stan Winston", Edward Scissorhands, False, 
MUSIC (Original Score), Randy Newman, Avalon, False, 
MUSIC (Original Score), John Barry, Dances With Wolves, True, 
MUSIC (Original Score), Maurice Jarre, Ghost, False, 
MUSIC (Original Score), David Grusin, Havana, False, 
MUSIC (Original Score), John Williams, Home Alone, False, 
MUSIC (Original Song), Music and Lyric by Jon Bon Jovi, Young Guns II, False, 
MUSIC (Original Song), Music and Lyric by Shel Silverstein, Postcards from the Edge, False, 
